Gene1  Gene2  oddsratio  pvalue     pearson    p_pval     HC
83872  472    1.43357200 0.87158320 NA         NA         NA       
83872  5728   1.13874300 0.70517740 NA         NA         NA       
83872  1770   1.22297990 0.76748880 NA         NA         NA       
83872  8314   0.76350620 0.25637710 0.06182820 0.19755910 0.0109375
83872  2312   1.72840100 0.94185710 NA         NA         NA       
83872  84059  1.22297990 0.76748880 NA         NA         NA       
83872  27445  1.32017620 0.82343750 NA         NA         NA       
83872  53353  1.43357200 0.87158320 NA         NA         NA       
83872  8289   1.72840100 0.94185710 NA         NA         NA       
83872  23013  1.32017620 0.82343750 NA         NA         NA       
83872  23499  1.56758520 0.91109980 NA         NA         NA       
83872  10142  1.56758520 0.91109980 NA         NA         NA       
83872  93035  1.72840100 0.94185710 NA         NA         NA       
83872  131873 1.56758520 0.91109980 NA         NA         NA       
83872  23345  1.00000000 0.56928020 NA         NA         NA       
83872  7428   0.04094670 0.00000000 -0.0346223 0.47086280 0.0045202
83872  288    1.43357200 0.87158320 NA         NA         NA       
83872  94025  0.45080880 0.00506250 0.02567210 0.59292820 0.0022363
83872  113146 1.06503580 0.63839540 NA         NA         NA       
83872  29072  0.36146670 0.00023300 -0.0281484 0.55775140 0.0033969
83872  129446 1.32017620 0.82343750 NA         NA         NA       
83872  4703   1.72840100 0.94185710 NA         NA         NA       
83872  58508  1.06503580 0.63839540 NA         NA         NA       
83872  6708   1.56758520 0.91109980 NA         NA         NA       
83872  64478  1.43357200 0.87158320 NA         NA         NA       
83872  146754 1.43357200 0.87158320 NA         NA         NA       
83872  6597   1.72840100 0.94185710 NA         NA         NA       
83872  7273   0.24942290 1e-0700000 0.05538690 0.24846770 0.010028
83872  7399   1.13874300 0.70517740 NA         NA         NA       
83872  8242   0.63980170 0.10520960 -0.0507238 0.29060980 0.018951
83872  9947   1.43357200 0.87158320 NA         NA         NA       
83872  5290   1.72840100 0.94185710 NA         NA         NA       
6263   667    0.61619720 0.15978400 -0.0299041 0.53344070 0.0045156
6263   4036   0.76381370 0.33674840 NA         NA         NA       
6263   472    0.82942100 0.41482530 NA         NA         NA       
6263   5728   0.65884190 0.20876990 -0.0289201 0.54699990 0.0042251
6263   1770   0.70757880 0.26776180 -0.0279063 0.56114470 0.0039358
6263   8314   0.44174140 0.02298350 -0.0353188 0.46197940 0.0062823
6263   2312   1.00000000 0.58912590 NA         NA         NA       
6263   84059  0.70757880 0.26776180 -0.0279063 0.56114470 0.0039358
6263   27445  0.76381370 0.33674840 NA         NA         NA       
6263   53353  0.82942100 0.41482530 NA         NA         NA       
6263   8289   1.00000000 0.58912590 NA         NA         NA       
6263   23013  0.76381370 0.33674840 NA         NA         NA       
6263   23499  0.90695690 0.50000000 NA         NA         NA       
6263   10142  0.90695690 0.50000000 NA         NA         NA       
6263   93035  1.00000000 0.58912590 NA         NA         NA       
6263   131873 0.90695690 0.50000000 NA         NA         NA       
6263   23345  0.57856950 0.12017120 -0.0308612 0.52041640 0.0048072
6263   7428   0.02369050 0.00000000 -0.0605830 0.20675530 0.0154484
6263   288    0.82942100 0.41482530 NA         NA         NA       
6263   94025  0.26082420 5.23e-0500 0.06537080 0.17303320 0.0150727
6263   113146 0.61619720 0.15978400 -0.0299041 0.53344070 0.0045156
6263   29072  0.20913360 8e-0700000 -0.0513309 0.28486790 0.013135
6263   129446 0.76381370 0.33674840 NA         NA         NA       
6263   4703   1.00000000 0.58912590 NA         NA         NA       
6263   58508  0.61619720 0.15978400 0.05158450 0.28249090 0.0089953
6263   6708   0.90695690 0.50000000 NA         NA         NA       
6263   64478  0.82942100 0.41482530 NA         NA         NA       
6263   146754 0.82942100 0.41482530 NA         NA         NA       
6263   6597   1.00000000 0.58912590 NA         NA         NA       
6263   7273   0.14430850 0.00000000 0.02654090 0.58047090 0.0027913
6263   7399   0.65884190 0.20876990 -0.0289201 0.54699990 0.0042251
6263   8242   0.37016970 0.00486680 0.09081720 0.05812000 0.0264966
6263   9947   0.82942100 0.41482530 NA         NA         NA       
6263   5290   1.00000000 0.58912590 NA         NA         NA       
667    4036   1.23956040 0.77471720 NA         NA         NA       
667    472    1.34603170 0.83150070 NA         NA         NA       
667    5728   1.06920630 0.64241980 NA         NA         NA       
667    1770   1.14829930 0.71100600 NA         NA         NA       
667    8314   0.71688310 0.20361050 -0.0449932 0.34862360 0.0156658
667    2312   1.62285710 0.91888360 NA         NA         NA       
667    84059  1.14829930 0.71100600 NA         NA         NA       
667    27445  1.23956040 0.77471720 NA         NA         NA       
667    53353  1.34603170 0.83150070 NA         NA         NA       
667    8289   1.62285710 0.91888360 NA         NA         NA       
667    23013  1.23956040 0.77471720 NA         NA         NA       
667    23499  1.47186150 0.87982880 NA         NA         NA       
667    10142  1.47186150 0.87982880 NA         NA         NA       
667    93035  1.62285710 0.91888360 NA         NA         NA       
667    131873 1.47186150 0.87982880 NA         NA         NA       
667    23345  0.93893560 0.50000000 NA         NA         NA       
667    7428   0.03844630 0.00000000 -0.0722979 0.13174280 0.0205554
667    288    1.34603170 0.83150070 NA         NA         NA       
667    94025  0.42328040 0.00304520 -0.0142319 0.76697640 0.0008383
667    113146 1.00000000 0.57129460 NA         NA         NA       
667    29072  0.33939390 0.00012180 0.01560470 0.74524160 0.0008878
667    129446 1.23956040 0.77471720 NA         NA         NA       
667    4703   1.62285710 0.91888360 NA         NA         NA       
667    58508  1.00000000 0.57129460 NA         NA         NA       
667    6708   1.47186150 0.87982880 NA         NA         NA       
667    64478  1.34603170 0.83150070 NA         NA         NA       
667    146754 1.34603170 0.83150070 NA         NA         NA       
667    6597   1.62285710 0.91888360 NA         NA         NA       
667    7273   0.23419200 0.00000000 0.02677770 0.57709760 0.0025696
667    7399   1.06920630 0.64241980 NA         NA         NA       
667    8242   0.60073260 0.07693110 0.05387680 0.26162180 0.0089466
667    9947   1.34603170 0.83150070 NA         NA         NA       
667    5290   1.62285710 0.91888360 NA         NA         NA       
4036   472    1.08589440 0.65715760 NA         NA         NA       
4036   5728   0.86256900 0.42404840 NA         NA         NA       
4036   1770   0.92637620 0.50000000 NA         NA         NA       
4036   8314   0.57833660 0.08334680 -0.0404122 0.39992610 0.008705
4036   2312   1.30921990 0.80073900 NA         NA         NA       
4036   84059  0.92637620 0.50000000 NA         NA         NA       
4036   27445  1.00000000 0.57867160 NA         NA         NA       
4036   53353  1.08589440 0.65715760 NA         NA         NA       
4036   8289   1.30921990 0.80073900 NA         NA         NA       
4036   23013  1.00000000 0.57867160 NA         NA         NA       
4036   23499  1.18740600 0.73223820 NA         NA         NA       
4036   10142  1.18740600 0.73223820 NA         NA         NA       
4036   93035  1.30921990 0.80073900 NA         NA         NA       
4036   131873 1.18740600 0.73223820 NA         NA         NA       
4036   23345  0.75747460 0.28899400 -0.0353117 0.46206960 0.0066667
4036   7428   0.03101610 0.00000000 0.01428950 0.76605970 0.0008277
4036   288    1.08589440 0.65715760 NA         NA         NA       
4036   94025  0.34147620 0.00050960 0.04540030 0.34427540 0.0072421
4036   113146 0.80673760 0.35316020 NA         NA         NA       
4036   29072  0.27380180 1.31e-0500 -0.0587334 0.22098070 0.0181275
4036   129446 1.00000000 0.57867160 NA         NA         NA       
4036   4703   1.30921990 0.80073900 NA         NA         NA       
4036   58508  0.80673760 0.35316020 NA         NA         NA       
4036   6708   1.18740600 0.73223820 NA         NA         NA       
4036   64478  1.08589440 0.65715760 NA         NA         NA       
4036   146754 1.08589440 0.65715760 NA         NA         NA       
4036   6597   1.30921990 0.80073900 NA         NA         NA       
4036   7273   0.18893150 0.00000000 0.04591820 0.33879330 0.0077196
4036   7399   0.86256900 0.42404840 NA         NA         NA       
4036   8242   0.48463360 0.02400580 0.01279990 0.78984430 0.0006285
4036   9947   1.08589440 0.65715760 NA         NA         NA       
4036   5290   1.30921990 0.80073900 NA         NA         NA       
472    5728   0.79433960 0.34827630 NA         NA         NA       
472    1770   0.85309970 0.42132840 NA         NA         NA       
472    8314   0.53259010 0.05708090 0.02526640 0.59878580 0.0023481
472    2312   1.20566040 0.74096190 NA         NA         NA       
472    84059  0.85309970 0.42132840 NA         NA         NA       
472    27445  0.92089990 0.50000000 NA         NA         NA       
472    53353  1.00000000 0.58172190 NA         NA         NA       
472    8289   1.20566040 0.74096190 NA         NA         NA       
472    23013  0.92089990 0.50000000 NA         NA         NA       
