Gene1  Gene2  oddsratio  pvalue     pearson    p_pval     HC
7399   2312   0.88977270 0.43231180 NA         NA         NA       
7399   25981  1.88181820 0.96209100 NA         NA         NA       
7399   27445  1.22045450 0.76643440 NA         NA         NA       
7399   5339   1.42395100 0.86949380 NA         NA         NA       
7399   5469   1.70144630 0.93938450 NA         NA         NA       
7399   23013  1.88181820 0.96209100 NA         NA         NA       
7399   9735   1.88181820 0.96209100 NA         NA         NA       
7399   1301   1.88181820 0.96209100 NA         NA         NA       
7399   440435 1.88181820 0.96209100 NA         NA         NA       
7399   8029   1.70144630 0.93938450 NA         NA         NA       
7399   4703   1.31493510 0.82182790 NA         NA         NA       
7399   5310   1.88181820 0.96209100 NA         NA         NA       
7399   58508  0.58189660 0.05950460 0.11506530 0.11012570 0.0238135
7399   85441  1.88181820 0.96209100 NA         NA         NA       
7399   2064   1.88181820 0.96209100 NA         NA         NA       
7399   1387   1.42395100 0.86949380 NA         NA         NA       
7399   93035  1.70144630 0.93938450 NA         NA         NA       
7399   8927   1.70144630 0.93938450 NA         NA         NA       
7399   9659   1.70144630 0.93938450 NA         NA         NA       
7399   146754 1.42395100 0.86949380 NA         NA         NA       
7399   2196   1.70144630 0.93938450 NA         NA         NA       
7399   1767   1.70144630 0.93938450 NA         NA         NA       
7399   84033  1.06483960 0.63824860 NA         NA         NA       
7399   8085   0.79958680 0.30846850 NA         NA         NA       
7399   154664 1.70144630 0.93938450 NA         NA         NA       
7399   285190 1.88181820 0.96209100 NA         NA         NA       
7399   157680 1.88181820 0.96209100 NA         NA         NA       
7399   139378 1.70144630 0.93938450 NA         NA         NA       
7399   80070  1.70144630 0.93938450 NA         NA         NA       
2195   727897 0.69875780 0.26403650 0.11517080 0.10979770 0.0295148
2195   463    0.90415020 0.50000000 NA         NA         NA       
2195   5290   0.14458570 0.00000000 0.01402320 0.84612280 0.0005824
2195   6262   0.44772260 0.02982780 0.06884590 0.34016040 0.0121259
2195   114788 0.75668900 0.33405260 NA         NA         NA       
2195   10721  0.82427540 0.41341880 NA         NA         NA       
2195   6261   1.00000000 0.59045770 NA         NA         NA       
2195   3105   0.60461960 0.15502670 0.09959920 0.16705470 0.0231704
2195   1768   0.64855070 0.20435240 0.01979570 0.78410950 0.0011023
2195   472    0.90415020 0.50000000 NA         NA         NA       
2195   196385 0.82427540 0.41341880 NA         NA         NA       
2195   79659  1.00000000 0.59045770 NA         NA         NA       
2195   80731  1.00000000 0.59045770 NA         NA         NA       
2195   338    0.64855070 0.20435240 -0.0674855 0.34981120 0.0203738
2195   8701   1.00000000 0.59045770 NA         NA         NA       
2195   2033   0.44772260 0.02982780 0.14388030 0.04533900 0.0469076
2195   1756   0.47282610 0.04285240 -0.0790372 0.27331470 0.0276726
2195   26154  0.64855070 0.20435240 0.01979570 0.78410950 0.0011023
2195   23499  1.00000000 0.59045770 NA         NA         NA       
2195   55294  0.50057210 0.06061550 0.00161720 0.98214560 7.8e-06
2195   3106   0.90415020 0.50000000 NA         NA         NA       
2195   23230  0.82427540 0.41341880 NA         NA         NA       
2195   23345  0.40406430 0.01383290 0.13084940 0.06897700 0.040099
2195   259282 1.00000000 0.59045770 NA         NA         NA       
2195   1778   1.00000000 0.59045770 NA         NA         NA       
2195   55567  0.75668900 0.33405260 NA         NA         NA       
2195   64478  0.69875780 0.26403650 0.11517080 0.10979770 0.0295149
2195   202333 0.82427540 0.41341880 NA         NA         NA       
2195   94025  0.32220500 0.00161400 -0.0294074 0.68397970 0.0028472
2195   113146 0.82427540 0.41341880 NA         NA         NA       
2195   2065   0.90415020 0.50000000 NA         NA         NA       
2195   3096   1.00000000 0.59045770 NA         NA         NA       
2195   51168  0.90415020 0.50000000 NA         NA         NA       
2195   129446 0.82427540 0.41341880 NA         NA         NA       
2195   2804   0.69875780 0.26403650 -0.0650158 0.36776570 0.0189463
2195   1462   0.82427540 0.41341880 NA         NA         NA       
2195   25878  0.90415020 0.50000000 NA         NA         NA       
2195   2186   0.90415020 0.50000000 NA         NA         NA       
2195   8642   0.82427540 0.41341880 NA         NA         NA       
2195   164045 0.90415020 0.50000000 NA         NA         NA       
2195   667    0.60461960 0.15502670 0.09959920 0.16705470 0.0231705
2195   4810   0.82427540 0.41341880 NA         NA         NA       
2195   10847  0.82427540 0.41341880 NA         NA         NA       
2195   5314   1.00000000 0.59045770 NA         NA         NA       
2195   55636  0.82427540 0.41341880 NA         NA         NA       
2195   288    0.90415020 0.50000000 NA         NA         NA       
2195   23236  1.00000000 0.59045770 NA         NA         NA       
2195   89795  0.69875780 0.26403650 0.02507750 0.72852610 0.0017346
2195   7273   0.11570830 0.00000000 0.04020060 0.57784410 0.0047099
2195   8295   0.82427540 0.41341880 NA         NA         NA       
2195   1108   1.00000000 0.59045770 NA         NA         NA       
2195   9980   1.00000000 0.59045770 NA         NA         NA       
2195   6709   1.00000000 0.59045770 NA         NA         NA       
2195   57580  1.00000000 0.59045770 NA         NA         NA       
2195   65065  0.82427540 0.41341880 NA         NA         NA       
2195   4851   0.90415020 0.50000000 NA         NA         NA       
2195   7840   1.00000000 0.59045770 NA         NA         NA       
2195   91156  0.82427540 0.41341880 NA         NA         NA       
2195   80144  0.82427540 0.41341880 NA         NA         NA       
2195   23195  0.60461960 0.15502670 0.01485250 0.83714550 0.0006317
2195   7175   1.00000000 0.59045770 NA         NA         NA       
2195   6263   0.90415020 0.50000000 NA         NA         NA       
2195   10075  0.82427540 0.41341880 NA         NA         NA       
