Gene1  Gene2  oddsratio  pvalue     pearson    p_pval     HC
6262   79633  1.00000000 0.59127430 NA         NA         NA       
6262   8202   0.69327730 0.26174650 0.09587890 0.24964760 0.0190279
6262   6261   0.82107840 0.41255310 NA         NA         NA       
6262   8471   0.59742650 0.15212130 0.07848250 0.34639250 0.0133406
6262   165    0.33936650 0.00345610 -0.0553424 0.50703230 0.0088969
6262   713    0.23319330 3.56e-0500 0.16531740 0.04613990 0.0603286
6262   6708   1.00000000 0.59127430 NA         NA         NA       
6262   54502  0.35588240 0.00540400 -0.0512745 0.53879850 0.0075801
6262   11178  1.00000000 0.59127430 NA         NA         NA       
6262   7157   0.03382350 0.00000000 0.06716780 0.42051660 0.0124317
6262   120114 0.90240640 0.50000000 NA         NA         NA       
6262   4089   0.26194850 0.00018160 -0.0781182 0.34864240 0.0182411
6262   2196   1.00000000 0.59127430 NA         NA         NA       
6262   53353  0.82107840 0.41255310 NA         NA         NA       
6262   1029   0.28431370 0.00050860 -0.0707883 0.39585220 0.0148454
6262   84033  0.90240640 0.50000000 NA         NA         NA       
6262   7301   0.69327730 0.26174650 0.00378470 0.96383810 3.63e-05
6262   8085   0.29665310 0.00083640 0.06889700 0.40862690 0.0110677
6262   353139 0.15984650 0.00000000 -0.0087958 0.91608360 0.0001998
6262   83637  0.82107840 0.41255310 NA         NA         NA       
6262   8857   0.82107840 0.41255310 NA         NA         NA       
6262   57477  0.90240640 0.50000000 NA         NA         NA       
6262   2830   0.82107840 0.41255310 NA         NA         NA       
6262   375248 0.37377450 0.00833510 0.09922250 0.23343870 0.0216733
6262   133746 0.12165780 0.00000000 0.01303190 0.87594000 0.0004326
6262   7273   0.20897830 6.4e-06000 -0.0372486 0.65533550 0.0037329
84624  83732  0.17548210 0.00000000 0.03485400 0.67620330 0.0024791
84624  114784 1.44242420 0.85669090 NA         NA         NA       
84624  5936   0.14369500 0.00000000 0.00257870 0.97535650 1.37e-05
84624  5989   0.53914140 0.05830640 0.04384940 0.59921270 0.0037257
84624  23387  1.08508160 0.65656640 NA         NA         NA       
84624  79633  1.44242420 0.85669090 NA         NA         NA       
84624  8202   1.00000000 0.57857860 NA         NA         NA       
84624  6261   1.18434340 0.73082510 NA         NA         NA       
84624  8471   0.86174240 0.42375190 NA         NA         NA       
84624  165    0.48951050 0.03008070 0.09162090 0.27139380 0.0154899
84624  713    0.33636360 0.00077060 -0.0194069 0.81614880 0.0007975
84624  6708   1.44242420 0.85669090 NA         NA         NA       
84624  54502  0.51333330 0.04219810 -0.0245309 0.76883050 0.0012968
84624  11178  1.44242420 0.85669090 NA         NA         NA       
84624  7157   0.04878790 0.00000000 -0.0294964 0.72377410 0.0017678
84624  120114 1.30165290 0.79835600 NA         NA         NA       
84624  4089   0.37784090 0.00293680 -0.0038514 0.96320100 3.08e-05
84624  2196   1.44242420 0.85669090 NA         NA         NA       
84624  53353  1.18434340 0.73082510 NA         NA         NA       
84624  1029   0.41010100 0.00673070 0.06467010 0.43804020 0.0080298
84624  84033  1.30165290 0.79835600 NA         NA         NA       
